Classification_Size,Classification_Focus,Research_Intensity,Status,Academic_Reputation_Score,Employer_Reputation_Score,Faculty_Student_Score,Citations_Per_Faculty_Score,International_Faculty_Score,International_Student_Score,Overall_Score
M,FO,VH,A,14.9,27.8,97.9,11.4,32.7,39.3,34.3
XL,FC,VH,A,48.4,23.3,10.7,46.8,10.8,8.3,34.3
L,FC,HI,A,19.1,10.2,67.2,24.2,86.5,58.3,34.3
XL,FO,HI,A,58.3,48.2,5.5,3.6,21.0,61.2,34.2
L,CO,VH,A,42.1,16.6,18.1,51.3,16.2,18.0,34.2
XL,FC,VH,A,24.8,28.4,43.8,54.0,20.9,11.6,34.1
XL,FC,VH,A,38.2,42.9,28.6,20.4,53.2,37.7,34.0
S,SP,VH,A,22.6,11.8,47.5,20.3,100.0,100.0,33.9
L,FC,VH,A,28.8,30.0,36.1,24.1,93.0,46.8,33.7
M,FO,VH,A,12.8,11.2,88.4,17.4,67.1,54.5,33.6
S,CO,VH,A,15.1,8.6,91.4,25.9,29.1,31.8,33.5
XL,FC,VH,A,40.7,24.5,30.5,25.4,45.3,24.6,33.5
M,CO,VH,A,15.3,31.5,28.3,43.0,99.5,95.3,33.4
L,FC,VH,A,38.9,33.2,61.4,6.7,8.9,5.9,33.4
L,CO,VH,A,23.7,23.0,6.4,55.5,91.7,91.5,33.4
M,FO,VH,A,18.0,63.6,6.7,76.2,35.2,27.8,33.4
L,FC,HI,A,19.2,8.8,37.8,47.9,81.2,71.1,33.4
XL,FC,VH,A,22.3,19.3,3.4,95.3,27.1,25.4,33.3
XL,FC,VH,A,27.3,23.2,13.2,51.2,98.9,41.1,33.2
XL,FC,MD,A,41.3,36.7,51.3,1.6,42.9,2.5,33.2
S,FO,VH,A,11.0,3.9,36.8,100.0,10.1,7.2,33.1
XL,FO,VH,A,22.6,33.0,94.8,2.1,9.6,16.7,33.1
L,FC,VH,A,17.5,32.5,44.7,43.5,69.8,30.8,33.0
L,CO,VH,A,19.7,24.9,40.3,51.5,65.9,17.8,33.0
L,FC,VH,A,16.6,9.3,59.0,46.9,61.4,20.0,32.9
XL,FC,VH,A,29.5,36.9,29.9,37.4,43.8,29.3,32.7
M,FO,VH,A,14.4,5.3,22.8,60.0,96.1,96.9,32.6
M,FO,VH,A,9.8,14.7,97.6,6.7,46.2,74.1,32.4
M,FC,HI,A,20.4,27.2,58.1,11.8,100.0,48.4,32.4
L,CO,VH,A,39.3,39.8,51.3,3.7,29.2,1.6,32.3
L,FC,HI,B,22.4,16.5,82.7,13.3,10.5,36.9,32.3
M,CO,VH,A,28.8,11.4,70.8,11.0,15.1,49.0,32.3
L,FC,VH,A,24.1,9.7,84.1,15.4,13.8,17.1,32.2
M,CO,LO,C,7.6,49.2,71.8,1.2,88.6,100.0,32.1
L,FC,VH,B,27.6,26.1,36.9,31.9,37.5,53.0,32.0
L,CO,VH,A,22.8,17.7,80.8,18.3,5.8,18.8,32.0
XL,FC,HI,A,33.8,39.5,59.3,6.5,4.8,17.6,31.9
XL,FC,VH,A,40.5,28.1,15.6,38.2,8.0,32.5,31.9
L,FC,VH,A,18.5,8.7,81.4,25.2,29.6,13.2,31.8
L,FC,VH,A,18.8,3.7,98.0,14.0,27.0,28.6,31.8
M,CO,VH,A,7.8,7.0,82.9,37.2,48.8,28.2,31.8
L,FC,VH,A,19.1,12.5,9.1,70.4,86.2,52.2,31.8
L,CO,VH,B,18.9,18.2,20.6,45.5,85.3,93.8,31.7
L,FC,LO,B,17.7,44.3,95.3,1.1,2.9,13.2,31.7
M,CO,VH,A,17.0,5.9,87.2,22.1,39.3,5.9,31.6
XL,FC,VH,A,34.8,31.2,42.2,20.0,25.8,9.4,31.3
XL,FO,VH,A,32.6,51.5,3.2,53.0,3.9,30.1,31.2
L,CO,VH,A,15.5,19.5,11.2,54.2,95.7,98.7,31.1
XL,CO,VH,A,40.3,47.1,38.7,6.8,9.2,12.0,31.1
L,FO,HI,A,18.0,32.4,94.2,1.7,5.5,20.6,31.0
XL,FC,VH,A,44.7,9.3,13.4,33.2,25.1,30.8,31.0
L,FC,VH,A,37.0,24.2,16.1,47.4,5.5,12.7,30.9
L,FC,VH,A,16.9,8.1,61.9,45.0,25.3,12.1,30.9
S,FO,VH,A,6.5,5.8,97.8,18.2,24.5,62.1,30.8
S,CO,VH,A,8.7,10.0,44.0,37.9,95.9,98.8,30.7
XL,FC,MD,A,34.2,39.5,62.0,2.1,1.8,1.5,30.7
XL,FC,VH,A,53.8,19.6,21.3,11.5,7.0,2.0,30.6
L,CO,VH,A,11.6,14.6,15.4,56.6,99.3,97.7,30.5
XL,FC,VH,A,30.2,26.3,30.9,26.9,70.0,12.8,30.5
L,FC,VH,A,20.9,9.6,35.3,39.7,42.9,79.1,30.5
S,FO,VH,A,11.2,5.0,100.0,21.8,3.6,16.7,30.5
M,FC,VH,B,2.6,3.3,99.3,42.9,49.2,11.6,30.5
L,CO,VH,A,16.0,10.7,5.9,72.2,92.4,51.1,30.4
L,CO,VH,A,17.7,14.6,94.0,2.1,15.7,34.7,30.4
M,SP,MD,A,9.9,25.7,99.9,1.1,15.6,54.7,30.3
L,CO,VH,A,19.8,7.9,11.9,79.2,44.8,18.7,30.2
L,FC,VH,A,22.3,5.4,28.4,63.2,30.9,8.0,29.8
L,CO,VH,A,20.3,10.4,22.6,36.7,98.2,74.5,29.8
L,CO,HI,A,19.3,9.0,13.2,41.9,99.7,99.4,29.7
S,FC,HI,B,18.3,35.1,30.2,13.4,100.0,100.0,29.6
M,FO,VH,A,15.0,24.1,12.4,62.5,84.2,38.7,29.6
L,FC,VH,A,15.3,15.6,82.5,18.5,14.7,14.1,29.4
L,FO,VH,A,19.3,18.4,39.9,32.2,73.6,33.0,29.4
M,FC,VH,A,16.2,21.2,45.0,44.7,43.1,9.2,29.3
S,FO,VH,A,5.4,4.6,96.4,36.2,68.3,32.0,29.2
L,CO,HI,A,26.7,57.8,15.5,13.9,61.7,72.1,29.1
L,FC,HI,A,15.0,11.8,9.6,56.1,94.0,77.9,29.0
L,FC,VH,A,15.9,9.2,15.0,69.8,65.4,27.5,29.0
M,FC,HI,A,12.1,14.8,74.5,11.2,100.0,7.6,28.9
M,FO,VH,B,9.6,12.3,87.0,21.6,22.1,18.8,28.9
XL,FC,HI,A,44.3,6.7,8.2,23.4,39.5,42.7,28.9
S,FO,HI,A,9.7,9.8,85.3,5.5,99.2,16.9,28.9
M,FO,VH,A,13.7,19.6,11.7,93.8,35.4,3.0,28.8
M,CO,VH,B,10.1,8.5,30.2,66.1,38.2,51.9,28.8
L,CO,VH,A,14.3,20.2,19.5,38.0,98.3,91.2,28.8
M,FO,MD,B,9.8,9.6,84.6,1.2,35.1,97.5,28.8
M,FO,VH,A,9.0,14.6,88.3,4.8,13.4,85.0,28.7
M,FO,VH,A,11.2,6.4,24.3,43.9,100.0,96.2,28.7
L,CO,VH,A,25.3,11.7,16.2,60.7,30.6,6.7,28.6
XL,FC,VH,A,40.7,19.8,11.4,36.6,6.8,5.5,28.6
L,FC,HI,A,13.6,2.8,81.8,12.1,69.6,10.3,28.6
L,FO,VH,A,18.2,8.0,82.3,3.5,9.7,53.1,28.5
L,FC,MD,A,10.7,19.1,83.5,1.5,10.7,93.7,28.5
L,FC,VH,A,8.7,8.7,100.0,15.9,5.0,12.3,28.5
L,FC,VH,A,24.6,27.4,58.3,15.4,10.2,9.0,28.4
L,FC,VH,A,24.8,30.7,29.0,38.1,29.2,8.6,28.4
M,CO,HI,B,24.6,37.4,43.7,5.7,93.9,3.8,28.4
M,SP,VH,A,9.7,66.4,8.1,31.8,100.0,93.5,28.3
M,FC,VH,B,5.9,7.8,100.0,19.6,7.4,16.2,28.3
XL,FC,VH,A,19.2,23.4,17.3,68.1,12.7,6.6,28.2
L,CO,VH,A,19.8,22.0,8.4,33.2,97.7,95.9,28.2
M,CO,VH,A,16.4,39.4,76.6,9.2,3.7,5.4,28.2
S,CO,MD,B,15.6,36.9,84.4,1.9,6.1,12.2,28.2
L,FC,VH,A,24.9,36.9,11.7,37.4,83.5,10.0,28.2
L,FC,VH,A,28.4,23.4,18.5,35.6,62.0,10.6,28.2
L,FC,VH,A,30.1,13.1,19.0,37.1,12.4,57.2,28.1
L,CO,HI,B,12.2,20.1,82.7,2.2,40.3,40.9,28.0
M,FO,VH,A,11.8,23.7,14.2,88.3,5.2,2.0,28.0
L,FC,VH,A,12.1,28.1,19.3,79.3,5.7,4.5,28.0
XL,FC,VH,A,21.8,11.1,54.7,20.9,34.5,22.8,27.9
M,CO,VH,A,24.7,19.4,36.5,37.6,15.6,8.6,27.9
L,FC,HI,B,14.1,21.1,77.3,11.0,16.5,29.6,27.8
M,CO,VH,A,11.2,29.1,52.0,25.2,77.4,20.6,27.8
XL,CO,VH,A,25.0,6.4,54.9,17.6,46.3,5.2,27.8
L,FC,VH,A,21.3,21.3,30.7,29.6,69.1,28.7,27.7
M,FO,VH,A,20.5,7.9,20.3,26.5,86.6,95.7,27.6
L,FO,HI,A,12.9,14.8,93.0,1.4,32.3,6.1,27.5
L,FC,VH,A,16.4,19.1,18.2,53.3,70.1,21.3,27.4
M,FC,VH,B,10.6,5.1,85.7,17.2,17.6,22.1,27.4
M,CO,VH,B,17.0,7.4,16.1,51.7,23.1,100.0,27.3
L,FC,VH,A,26.9,27.8,28.2,22.4,26.7,43.8,27.3
L,FC,VH,A,22.4,13.0,43.2,32.9,16.9,17.0,27.3
L,FC,HI,A,14.3,8.8,8.6,48.9,91.4,88.1,27.2
XL,FC,VH,A,31.6,15.4,6.0,57.4,3.1,1.1,27.2
M,CO,VH,A,24.2,8.5,37.6,24.2,56.7,27.5,27.2
M,CO,VH,A,23.0,19.5,32.8,36.3,20.7,20.3,27.1
L,FC,VH,A,25.9,31.0,4.5,50.6,38.2,11.6,27.1
L,CO,HI,A,16.8,25.9,39.1,16.2,79.6,51.0,27.0
XL,CO,VH,A,17.9,3.5,21.5,71.6,9.0,6.2,27.0
L,FC,VH,A,18.5,25.5,25.3,33.5,45.9,57.8,27.0
L,CO,HI,B,22.9,21.1,37.5,23.6,43.6,19.5,26.7
XL,FC,VH,A,22.8,16.7,2.5,59.6,34.3,33.8,26.7
L,FC,VH,A,19.2,9.9,74.8,12.0,4.8,6.1,26.7
XL,SP,VH,A,27.6,61.2,23.9,12.7,3.7,34.8,26.5
L,FO,VH,A,20.9,7.0,35.1,47.9,5.0,8.1,26.4
M,FO,VH,A,9.8,13.7,83.3,6.3,18.3,44.1,26.4
M,CO,LO,B,7.7,19.0,89.2,1.1,6.9,55.8,26.3
L,FO,VH,A,10.5,10.5,77.2,3.3,16.8,78.1,26.2
L,FC,VH,A,11.7,5.1,93.0,10.0,5.5,1.8,26.2
L,FC,VH,A,11.5,10.2,31.3,39.3,73.5,53.6,26.2
L,CO,HI,A,10.9,41.9,13.2,35.7,97.3,54.4,26.0
L,CO,HI,A,19.6,25.9,14.7,12.8,99.5,100.0,26.0
S,FC,HI,B,4.1,8.4,47.3,20.3,98.6,99.1,26.0
L,FC,VH,A,14.6,4.9,79.8,14.7,8.5,6.1,26.0
L,CO,VH,A,18.2,20.8,46.0,26.7,30.9,8.5,26.0
M,CO,MD,C,10.0,35.1,57.6,3.6,41.7,81.1,26.0
XL,FC,VH,A,26.9,43.3,12.0,35.4,17.8,5.7,25.8
M,SP,HI,A,21.2,66.8,35.9,4.3,29.2,21.5,25.8
XL,FC,VH,A,34.2,6.2,10.6,39.2,8.5,20.3,25.8
M,CO,VH,B,16.3,31.4,49.8,18.4,39.9,6.7,25.7
M,CO,VH,A,9.3,16.5,74.1,7.3,11.0,68.1,25.7
XL,FC,VH,A,26.1,4.0,26.5,44.1,7.6,4.5,25.7
L,FC,HI,B,10.4,7.0,82.0,9.1,14.4,35.1,25.6
L,FO,VH,A,18.7,45.0,9.0,56.3,1.6,7.3,25.6
M,CO,VH,B,18.6,34.1,51.9,13.0,11.8,21.0,25.6
L,FC,VH,A,16.9,12.4,16.6,57.3,44.8,9.9,25.6
XL,FO,VH,A,32.7,5.7,28.9,6.5,51.4,41.6,25.5
L,FC,HI,A,18.6,22.9,69.5,5.2,9.2,6.1,25.5
M,FC,VH,A,10.3,5.4,12.6,83.7,14.9,13.3,25.4
L,CO,VH,A,17.9,7.9,29.6,37.6,56.3,21.0,25.3
L,CO,VH,A,15.5,6.0,31.8,55.8,10.1,6.2,25.2
XL,CO,VH,A,15.3,36.2,5.4,28.0,84.4,89.6,25.2
L,FC,VH,A,15.8,6.0,10.0,66.0,47.9,12.7,25.2
L,FC,HI,A,12.9,12.9,33.8,25.9,73.9,61.0,25.2
M,FC,VH,B,4.7,1.9,96.5,17.1,3.2,4.3,25.2
L,CO,VH,A,19.2,5.0,17.0,65.6,4.5,4.1,25.2
M,CO,VH,B,11.7,11.0,41.2,27.3,29.6,80.9,25.1
L,FC,MD,B,34.0,70.6,17.0,2.5,6.5,2.0,25.1
XL,FC,VH,A,16.4,10.4,27.5,55.7,9.3,5.5,25.1
L,FC,HI,A,11.9,5.8,57.9,18.4,40.8,47.3,25.1
XL,FC,HI,A,18.3,25.9,8.7,28.3,100.0,55.1,25.1
S,CO,VH,A,6.0,2.4,99.9,10.0,4.6,2.6,25.1
L,FO,HI,B,36.5,56.3,19.2,1.7,7.0,2.3,25.0
XL,FC,VH,A,24.5,26.3,16.1,36.6,32.1,6.6,25.0
L,FC,HI,A,37.1,43.7,12.1,15.6,1.7,1.8,25.0
M,SP,HI,A,14.5,25.8,15.7,24.3,100.0,67.8,24.9
L,FC,VH,A,18.0,4.7,55.1,24.1,11.6,12.7,24.8
M,CO,VH,A,10.6,10.6,21.1,40.7,75.9,65.3,24.8
XL,CO,VH,A,12.1,3.9,21.2,71.3,13.5,4.3,24.7
L,CO,LO,B,8.9,39.0,79.8,1.0,16.9,2.2,24.7
XL,FC,VH,A,31.2,15.5,35.5,14.7,5.9,2.2,24.6
M,SP,VH,B,12.6,26.2,35.5,20.9,82.2,30.1,24.6
M,CO,VH,A,9.9,6.0,28.0,42.1,59.8,57.3,24.5
M,FO,VH,B,3.8,4.5,59.3,50.2,3.7,8.1,24.5
XL,FC,VH,A,16.6,12.6,53.1,25.2,13.9,3.0,24.5
M,CO,VH,A,15.5,12.6,5.2,38.7,95.5,68.7,24.5
L,FC,VH,A,9.8,3.8,72.6,20.1,18.5,13.3,24.5
M,FO,VH,A,4.7,15.0,7.4,94.9,7.0,2.6,24.4
L,FC,MD,A,35.6,60.2,13.1,4.7,8.2,2.2,24.4
M,CO,VH,A,11.7,15.2,18.7,71.2,31.9,1.5,24.3
S,FC,VH,A,6.6,17.2,23.6,56.3,49.4,28.6,24.3
L,CO,MD,A,7.0,6.1,94.1,1.0,17.1,17.7,24.3
S,FC,LO,B,13.4,17.3,79.1,1.3,18.1,3.7,24.3
XL,FC,VH,A,33.9,4.9,13.5,25.0,23.6,26.6,24.3
L,CO,VH,A,11.0,10.2,11.6,67.1,39.3,22.5,24.3
L,FC,MD,A,10.8,11.4,72.2,1.8,1.3,78.4,24.3
L,SP,VH,A,18.7,39.7,33.9,10.6,18.2,57.5,24.2
XL,CO,VH,A,20.3,18.8,13.1,42.8,20.1,39.3,24.2
M,CO,VH,A,14.5,10.5,43.8,33.5,27.9,9.1,24.2
M,CO,VH,B,20.0,28.8,40.4,24.0,58.6,14.9,24.0
M,FO,VH,A,23.0,25.7,46.9,75.9,40.5,84.0,24.0
XL,FC,MD,A,30.7,30.0,72.5,44.0,100.0,23.2,24.0
XL,FC,VH,A,20.0,43.1,39.7,50.0,32.7,13.3,24.0
XL,FC,MD,A,24.1,34.8,64.1,54.6,100.0,22.6,23.9
L,FC,HI,A,21.7,17.9,55.8,51.6,24.7,74.3,23.9
M,CO,HI,A,16.5,26.8,68.9,59.0,45.9,43.0,23.7
L,CO,VH,A,23.3,27.3,37.7,27.4,80.1,38.5,23.7
L,FC,HI,A,17.8,52.2,53.9,34.9,74.4,58.4,23.6
L,CO,VH,A,31.6,38.6,91.8,52.2,68.8,66.4,23.5
XL,CO,VH,A,19.7,53.9,66.3,38.3,31.5,19.5,23.4
L,FC,HI,A,21.8,27.2,76.6,56.2,18.9,54.6,23.4
M,FO,VH,A,19.5,19.1,38.0,32.0,27.0,18.9,23.3
L,CO,VH,A,16.5,57.0,44.2,77.4,33.6,49.8,23.3
M,FO,HI,A,32.4,46.0,32.3,59.1,55.4,75.2,23.3
XL,CO,HI,A,27.5,45.2,35.3,27.1,76.1,48.6,23.2
XL,FC,VH,A,35.8,47.4,46.6,21.3,72.9,21.5,23.1
L,CO,VH,B,24.8,39.5,65.4,19.9,19.5,41.8,23.1
XL,CO,VH,A,31.4,45.0,77.7,32.6,23.4,17.6,23.1
L,CO,VH,A,21.1,58.1,50.3,30.9,38.7,30.9,23.1
L,FC,VH,B,29.9,58.3,67.8,31.0,48.8,14.8,23.1
XL,CO,VH,A,21.3,31.9,31.7,19.7,30.4,71.4,22.9
M,FC,HI,A,18.3,37.1,62.6,51.5,50.4,70.5,22.8
XL,FC,VH,A,34.1,44.3,86.7,54.6,26.4,62.8,22.8
L,FC,HI,B,34.5,46.9,78.3,23.3,14.5,28.1,22.7
L,FC,HI,A,23.4,50.8,42.8,77.1,64.4,34.2,22.7
M,CO,HI,A,31.3,51.7,98.1,43.7,45.0,14.9,22.7
L,FC,VH,A,19.8,31.9,38.0,21.8,21.9,74.7,22.7
S,FO,VH,B,27.9,21.3,37.2,20.6,45.2,78.8,22.7
L,CO,VH,A,21.5,18.7,65.0,48.7,13.4,33.6,22.6
L,CO,VH,A,20.6,62.9,27.1,24.6,41.7,20.0,22.6
L,FC,HI,A,23.0,21.6,65.7,26.9,84.0,21.8,22.5
XL,FO,VH,A,24.1,56.6,82.1,43.5,10.6,71.9,22.5
S,CO,VH,B,23.5,48.2,43.1,37.8,57.8,64.8,22.3
XL,CO,HI,A,18.8,49.3,44.6,63.5,72.4,99.6,22.2
L,CO,VH,A,17.0,45.2,31.9,29.6,60.6,28.7,22.2
L,CO,HI,A,25.7,53.2,79.9,75.9,18.7,45.8,22.1
M,FC,VH,A,34.0,36.3,81.3,73.8,16.5,60.7,22.1
M,CO,VH,A,34.4,43.7,84.3,36.3,50.6,18.0,22.1
L,FO,VH,A,25.1,34.2,30.4,27.1,15.7,56.9,22.1
L,FC,VH,A,24.9,37.2,39.2,77.6,56.9,20.7,22.0
L,SP,MD,A,27.8,45.9,81.8,41.0,25.4,27.0,22.0
M,CO,VH,A,27.6,41.7,43.8,28.2,43.0,18.2,21.9
L,FC,MD,A,28.8,42.1,71.5,29.4,98.3,33.4,21.9
L,CO,VH,A,19.8,19.9,72.8,17.9,53.1,36.6,21.9
M,FO,MD,A,22.8,23.4,47.3,28.7,50.6,41.7,21.8
L,CO,HI,A,34.9,37.1,86.0,32.7,30.5,15.1,21.8
L,CO,HI,A,16.7,24.9,58.0,49.5,48.6,33.8,21.8
XL,FC,VH,A,29.2,61.2,44.4,36.2,51.5,79.5,21.8
M,CO,VH,A,33.6,61.4,28.5,34.0,44.5,26.5,21.8
L,FC,HI,A,26.5,60.0,89.7,53.4,73.5,54.2,21.7
L,CO,VH,A,35.7,62.5,79.7,66.3,35.4,70.2,21.7
M,FC,VH,B,18.7,30.8,90.8,56.4,77.4,66.5,21.7
M,CO,VH,B,22.6,39.2,35.5,42.1,63.9,43.2,21.6
L,CO,VH,A,21.7,21.0,76.1,51.7,25.2,70.9,21.6
M,CO,HI,A,20.2,31.2,29.3,61.5,48.1,56.7,21.6
M,FC,HI,A,21.2,49.2,71.5,63.4,20.3,42.8,21.6
M,CO,HI,B,25.8,28.1,74.2,41.7,33.1,32.8,21.6
L,SP,VH,A,33.6,46.6,30.4,59.4,75.9,47.6,21.5
L,FC,VH,A,16.7,46.5,39.5,38.4,34.5,74.6,21.5
XL,FC,HI,A,22.1,41.0,81.0,21.7,58.3,47.7,21.5
XL,FC,VH,A,24.9,27.3,42.6,33.8,57.2,17.5,21.4
L,FC,VH,B,21.0,62.5,39.6,30.5,23.7,31.8,21.4
M,CO,MD,A,28.2,41.3,74.4,46.3,41.5,34.7,21.3
M,FO,HI,A,20.0,20.8,69.3,66.5,13.2,11.1,21.3
M,FO,HI,B,22.3,37.2,57.5,61.4,45.6,96.3,21.3
L,FC,HI,A,17.0,52.6,69.6,25.2,45.1,43.0,21.3
L,CO,MD,B,16.8,36.2,64.9,72.6,23.1,55.1,21.2
XL,FC,HI,A,23.3,19.2,53.2,29.4,46.3,15.9,21.2
M,FC,MD,B,32.1,26.4,52.1,26.8,76.2,24.6,21.2
XL,FC,VH,A,22.2,48.5,35.0,30.9,60.7,14.7,21.2
L,CO,VH,A,19.1,41.1,30.9,37.6,77.4,26.6,21.1
XL,FC,VH,A,16.7,19.3,71.2,31.0,44.8,35.6,21.1
L,FC,HI,A,33.0,51.6,58.6,18.3,28.0,57.8,21.0
XL,CO,VH,A,28.7,44.3,49.3,61.9,65.9,58.1,21.0
L,FC,HI,B,29.7,34.8,59.1,59.9,59.6,16.2,20.9
L,CO,HI,A,17.1,57.5,53.8,36.4,81.5,44.1,20.9
L,CO,VH,A,35.1,23.0,92.8,40.2,47.0,70.3,20.9
L,CO,VH,A,18.9,34.1,77.9,43.1,58.2,28.2,20.9
L,FC,VH,A,20.0,27.0,41.3,26.5,28.0,35.9,20.9
M,FC,VH,A,31.0,61.9,68.2,22.1,76.9,29.5,20.8
M,FC,HI,B,19.7,30.7,77.2,57.9,26.2,26.7,20.7
M,FC,VH,A,33.6,49.8,63.3,54.7,25.8,74.6,20.7
M,FC,MD,B,33.2,27.7,30.1,54.8,95.6,49.6,20.7
L,CO,VH,B,26.5,22.0,67.1,26.3,48.5,58.6,20.6
L,FC,VH,A,21.3,49.0,91.7,44.8,52.3,19.1,20.6
XL,FC,VH,A,27.6,34.4,82.3,23.2,24.1,21.3,20.6
L,FO,VH,A,27.3,30.8,97.3,32.0,100.0,51.2,20.6
S,CO,HI,B,26.1,41.5,85.3,49.6,41.8,18.9,20.6
L,CO,HI,A,30.2,53.2,43.4,74.6,77.0,95.7,20.5
S,SP,HI,A,23.1,49.5,28.4,18.5,100.0,51.2,20.5
L,CO,VH,A,23.9,46.5,73.6,19.3,73.4,10.1,20.4
XL,FC,HI,A,31.0,31.0,27.0,40.3,79.5,14.4,20.4
L,CO,MD,B,22.3,46.5,39.2,69.5,95.8,41.9,20.4
L,SP,VH,A,27.2,34.8,36.3,31.9,28.5,75.0,20.4
XL,FC,VH,A,18.2,27.7,44.9,28.7,71.1,42.1,20.3
XL,CO,VH,A,17.7,56.4,43.8,55.8,27.5,29.1,20.3
M,CO,VH,B,32.9,45.4,63.4,62.6,30.4,34.8,20.3
M,SP,HI,A,20.3,26.4,42.3,41.4,43.7,36.1,20.3
XL,CO,VH,A,20.2,44.0,62.4,29.8,66.2,68.2,20.3
M,FC,VH,B,32.4,52.1,53.1,21.2,45.7,62.2,20.2
L,CO,HI,B,18.5,20.9,32.4,43.6,66.4,25.6,20.2
S,FO,MD,B,17.4,24.9,83.9,73.8,100.0,100.0,20.2
M,FC,MD,B,18.4,30.7,35.1,54.3,73.2,68.4,20.1
L,CO,HI,A,17.6,57.0,36.9,64.0,45.8,37.3,20.1
M,CO,HI,A,34.3,37.9,76.7,64.6,96.0,97.2,20.0
XL,FC,HI,A,29.8,22.4,38.9,35.9,17.0,63.3,20.0
XL,CO,VH,A,29.7,43.1,84.7,49.7,50.0,29.2,19.9
S,CO,VH,B,23.2,38.3,26.7,52.2,26.5,52.8,19.8
M,CO,VH,A,26.9,41.0,38.3,22.3,43.1,18.4,19.8
M,FC,HI,A,22.5,51.1,69.4,32.1,21.4,78.9,19.8
M,FC,MD,A,25.0,48.9,45.2,67.3,98.8,36.8,19.8
S,CO,MD,B,19.4,26.7,59.4,73.0,21.8,17.4,19.8
L,FO,VH,A,34.4,53.1,77.4,80.2,14.2,64.2,19.7
M,FC,HI,A,32.1,33.4,30.1,24.2,58.2,41.7,19.7
L,FC,VH,A,19.7,43.4,41.5,72.5,45.7,41.7,19.6
L,FO,VH,A,19.2,37.1,66.2,25.2,18.5,16.8,19.6
M,CO,VH,A,17.6,42.0,30.7,38.2,79.3,28.5,19.6
L,FC,HI,A,19.1,49.0,78.4,21.8,13.4,30.0,19.5
L,CO,VH,A,19.5,39.6,40.4,67.4,36.4,20.6,19.5
L,CO,HI,B,28.2,51.9,33.0,49.7,21.3,79.9,19.5
XL,FC,VH,A,17.9,39.1,40.2,37.3,65.0,31.7,19.4
S,CO,HI,B,35.1,46.1,72.0,50.5,56.8,26.3,19.4
M,FO,VH,A,34.1,20.7,30.4,66.6,40.2,31.3,19.4
XL,FC,MD,A,23.0,34.3,29.6,66.8,18.8,54.0,19.4
M,CO,VH,A,29.0,61.6,37.4,26.6,79.8,79.8,19.3
M,FO,VH,A,27.2,55.1,64.4,51.4,67.4,79.2,19.2
L,CO,HI,A,32.3,20.0,58.3,20.0,99.1,17.8,19.2
L,FC,HI,B,23.6,39.4,89.8,57.2,35.7,27.3,19.2
L,FC,HI,A,23.7,35.4,50.3,36.9,17.0,27.7,19.2
S,SP,LO,B,33.3,29.0,56.6,27.3,44.8,13.1,19.2
XL,FC,HI,A,30.6,47.9,38.5,69.4,56.2,58.7,19.1
L,FO,MD,B,21.3,29.0,58.7,30.3,16.9,13.6,19.1
S,SP,MD,B,33.6,34.1,25.0,61.9,31.3,50.6,19.1
XL,FC,VH,A,29.8,26.6,89.8,44.5,27.8,49.6,19.1
L,CO,VH,A,22.4,46.8,38.6,21.8,18.0,53.3,19.0
M,CO,VH,A,18.9,58.6,87.3,26.4,51.3,81.1,19.0
L,FC,HI,A,25.1,37.7,32.1,59.8,30.7,74.5,18.9
M,FC,HI,A,34.9,58.3,26.9,40.5,59.0,35.5,18.9
XL,FC,MD,A,23.4,34.0,49.6,30.5,26.9,35.1,18.9
L,FC,VH,A,21.3,59.6,24.8,34.2,20.5,69.9,18.9
S,FO,VH,A,24.8,36.3,34.9,69.6,89.7,66.8,18.8
XL,FC,VH,A,17.8,50.2,46.2,34.1,46.4,35.2,18.7
L,FC,VH,A,23.8,43.9,53.5,40.8,19.8,64.9,18.7
L,CO,VH,A,17.2,34.1,79.7,27.7,44.6,24.4,18.6
L,CO,HI,A,33.6,18.5,59.0,57.4,76.8,75.4,18.6
XL,CO,VH,A,34.9,34.9,69.9,33.2,26.4,34.2,18.6
XL,CO,VH,A,18.6,23.2,49.0,38.8,38.9,42.1,18.6
L,CO,HI,A,26.8,63.5,90.2,43.1,48.2,78.3,18.6
L,FC,VH,A,30.3,61.8,51.3,18.7,71.6,29.2,18.5
M,CO,VH,B,32.0,28.2,28.3,36.6,27.1,61.6,18.5
L,FC,MD,A,20.6,23.7,33.3,23.2,55.5,58.6,18.4
L,CO,HI,A,19.0,42.0,36.6,19.8,36.4,77.6,18.3
L,FO,VH,A,32.5,33.1,40.3,32.4,23.3,62.1,18.3
L,CO,VH,A,16.9,56.7,89.1,39.3,24.7,35.6,18.2
M,CO,VH,A,31.2,50.0,55.7,33.5,50.2,94.5,18.2
L,FC,VH,A,35.3,48.8,28.5,36.3,30.2,25.4,18.2
L,CO,HI,A,33.4,56.2,61.6,17.8,61.5,82.8,18.2
L,FO,VH,A,23.6,46.9,62.7,50.8,58.8,19.1,18.2
L,FC,VH,A,26.4,40.0,53.9,62.0,56.8,20.7,18.2
XL,CO,VH,A,19.4,52.2,68.4,23.1,54.7,26.2,18.2
M,FO,HI,B,26.3,48.7,61.3,49.1,58.6,55.7,18.1
L,FC,HI,A,16.9,35.2,69.9,50.8,29.7,69.5,18.1
XL,FO,VH,A,18.1,36.7,64.6,52.4,26.8,13.7,18.0
